sample_id,method,element,int_cts_s,int_err,value,unit,value_err
1590,powder,Ag,0.592,0.044,25.0,ppm,3.5
1590,powder,Al,7.613,0.066,8.064,%,0.065
1590,powder,As,,,14.0,ppm,2.5
1590,powder,Ba,,,0.056,%,0.004
1590,powder,Ca,210.733,0.139,5.534,%,0.029
1590,powder,Cr,,,73.0,ppm,12.9
1590,powder,Cu,0.201,0.015,135.0,ppm,3.0
1590,powder,Fe,107.039,0.093,8.561,%,0.019
1590,powder,Ga,0.075,0.015,50.0,ppm,2.1
1590,powder,K,76.324,0.087,7.071,%,0.064
1590,powder,Mg,0.524,0.058,1.542,%,0.166
1590,powder,Mn,2.232,0.02,0.198,%,0.002
1590,powder,Nb,0.276,0.015,30.0,ppm,2.6
1590,powder,Ni,0.506,0.016,54.0,ppm,3.1
1590,powder,O,,,43.726,%,0.089
1590,powder,P,0.504,0.018,0.163,%,0.006
1590,powder,Pb,,,306.0,ppm,7.2
1590,powder,Rb,,,237.0,ppm,2.9
1590,powder,S,1.838,0.018,0.261,%,0.003
1590,powder,Si,47.212,0.105,23.371,%,0.061
1590,powder,Sn,,,46.0,ppm,6.8
1590,powder,Sr,0.021,,0.058,%,0.0
1590,powder,Te,,,73.0,ppm,14.1
1590,powder,Th,,,51.0,ppm,4.6
1590,powder,Ti,,,1.158,%,0.009
1590,powder,V,5.614,0.03,227.0,ppm,36.5
1590,powder,Y,0.017,,56.0,ppm,3.0
1590,powder,Zn,0.829,0.017,0.066,%,0.001
1590,powder,Zr,0.402,0.023,336.0,ppm,3.6
1606,pellet,Al,3.38,0.053,3.432,%,0.051
1606,pellet,Ba,,,0.265,%,0.005
1606,pellet,Bi,,,30.0,ppm,3.7
1606,pellet,Br,,,0.064,%,0.0
1606,pellet,Ca,409.079,0.193,11.075,%,0.042
1606,pellet,Cl,5.041,0.026,0.466,%,0.003
1606,pellet,Co,0.287,0.022,62.0,ppm,11.5
1606,pellet,Cr,0.063,0.014,100.0,ppm,12.5
1606,pellet,Cu,0.821,0.019,0.063,%,0.001
1606,pellet,Fe,15.871,0.04,1.207,%,0.004
1606,pellet,Ga,0.064,0.017,42.0,ppm,2.3
1606,pellet,K,15.215,0.042,1.446,%,0.052
1606,pellet,Mg,0.65,0.064,1.809,%,0.171
1606,pellet,Mn,0.382,0.015,358.0,ppm,11.5
1606,pellet,Nb,0.179,0.019,14.0,ppm,2.7
1606,pellet,Ni,0.775,0.022,37.0,ppm,2.4
1606,pellet,O,,,46.555,%,0.094
1606,pellet,Pb,,,108.0,ppm,5.8
1606,pellet,Rb,,,143.0,ppm,3.0
1606,pellet,Rh,0.515,0.039,19.0,ppm,3.6
1606,pellet,S,4.252,0.027,0.631,%,0.005
1606,pellet,Sb,,,38.0,ppm,9.1
1606,pellet,Si,70.886,0.132,31.079,%,0.072
1606,pellet,Sn,0.023,,54.0,ppm,8.1
1606,pellet,Sr,,,361.0,ppm,2.8
1606,pellet,Te,,,69.0,ppm,17.2
1606,pellet,Ti,,,0.463,%,0.008
1606,pellet,Y,,,16.0,ppm,3.0
1606,pellet,Zn,18.911,0.043,1.281,%,0.003
1606,pellet,Zr,0.019,,195.0,ppm,3.4
1620,pellet,Al,4.125,0.051,4.079,%,0.048
1620,pellet,As,,,18.0,ppm,2.2
1620,pellet,Ba,,,0.075,%,0.005
1620,pellet,Ca,125.561,0.105,3.216,%,0.024
1620,pellet,Cr,,,70.0,ppm,12.1
1620,pellet,Cu,0.181,0.016,103.0,ppm,2.6
1620,pellet,Fe,74.313,0.076,5.456,%,0.012
1620,pellet,Ga,,,39.0,ppm,1.9
1620,pellet,K,56.459,0.071,5.478,%,0.07
1620,pellet,Mg,0.347,0.047,0.968,%,0.127
1620,pellet,Mn,1.644,0.018,0.134,%,0.002
1620,pellet,Nb,,,29.0,ppm,2.8
1620,pellet,Ni,0.527,0.017,38.0,ppm,2.8
1620,pellet,O,,,46.996,%,0.079
1620,pellet,P,0.286,0.012,0.098,%,0.004
1620,pellet,Pb,0.1,0.012,178.0,ppm,6.7
1620,pellet,Rb,,,198.0,ppm,2.8
1620,pellet,S,0.996,0.014,0.148,%,0.002
1620,pellet,Si,75.675,0.128,32.565,%,0.063
1620,pellet,Sr,,,477.0,ppm,3.0
1620,pellet,Ti,,,0.583,%,0.007
1620,pellet,V,5.941,0.03,135.0,ppm,31.9
1620,pellet,Y,,,63.0,ppm,3.1
1620,pellet,Zn,0.563,0.017,391.0,ppm,3.8
1620,pellet,Zr,,,307.0,ppm,3.5
1620,powder,Al,7.164,0.091,8.178,%,0.097
1620,powder,As,,,37.0,ppm,5.9
1620,powder,Ca,216.275,0.198,6.161,%,0.075
1620,powder,Cu,0.242,0.022,165.0,ppm,8.4
1620,powder,Fe,100.7,0.127,8.554,%,0.036
1620,powder,Ga,0.07,0.021,54.0,ppm,5.4
1620,powder,K,74.793,0.12,7.464,%,0.162
1620,powder,Mg,0.518,0.079,1.64,%,0.241
1620,powder,Mn,2.285,0.027,0.213,%,0.005
1620,powder,Nb,0.25,0.021,21.0,ppm,6.1
1620,powder,Ni,0.528,0.024,60.0,ppm,7.8
1620,powder,O,,,43.402,%,0.146
1620,powder,P,0.478,0.025,0.165,%,0.009
1620,powder,Pb,,,151.0,ppm,18.7
1620,powder,Rb,,,201.0,ppm,7.2
1620,powder,S,1.816,0.025,0.275,%,0.004
1620,powder,Si,42.565,0.14,22.757,%,0.094
1620,powder,Sr,,,442.0,ppm,7.4
1620,powder,Ti,,,0.993,%,0.021
1620,powder,Y,,,51.0,ppm,7.2
1620,powder,Zn,0.653,0.023,0.053,%,0.001
1620,powder,Zr,0.375,0.031,264.0,ppm,8.3
1639,pellet,Al,5.351,0.057,4.758,%,0.047
1639,pellet,As,,,12.0,ppm,2.0
1639,pellet,Ba,,,0.091,%,0.004
1639,pellet,Ca,129.597,0.109,3.205,%,0.023
1639,pellet,Cr,,,72.0,ppm,11.1
1639,pellet,Cu,0.178,0.016,74.0,ppm,2.1
1639,pellet,Fe,61.047,0.07,3.98,%,0.009
1639,pellet,Ga,0.059,0.016,30.0,ppm,1.6
1639,pellet,K,67.412,0.079,5.586,%,0.067
1639,pellet,Mg,0.303,0.049,0.762,%,0.117
1639,pellet,Mn,1.152,0.017,0.086,%,0.001
1639,pellet,Nb,,,15.0,ppm,2.3
1639,pellet,Ni,0.556,0.017,38.0,ppm,2.3
1639,pellet,O,,,47.425,%,0.075
1639,pellet,P,0.438,0.014,0.139,%,0.004
1639,pellet,Pb,0.051,0.014,242.0,ppm,5.7
1639,pellet,Rb,,,132.0,ppm,2.3
1639,pellet,S,1.659,0.017,0.229,%,0.002
1639,pellet,Si,83.539,0.137,32.962,%,0.061
1639,pellet,Sn,,,34.0,ppm,6.9
1639,pellet,Sr,,,0.06,%,0.0
1639,pellet,Ti,,,0.529,%,0.007
1639,pellet,V,5.638,0.031,175.0,ppm,29.4
1639,pellet,Y,,,41.0,ppm,2.5
1639,pellet,Zn,0.977,0.018,0.058,%,0.0
1639,pellet,Zr,,,428.0,ppm,3.3
1642,pellet,Al,3.337,0.056,3.195,%,0.051
1642,pellet,Ba,0.0,0.0,0.162,%,0.005
1642,pellet,Ca,391.446,0.194,10.27,%,0.041
1642,pellet,Cl,4.084,0.025,0.337,%,0.002
1642,pellet,Cr,0.0,0.0,99.0,ppm,14.5
1642,pellet,Cs,0.0,0.0,203.0,ppm,32.7
1642,pellet,Cu,0.324,0.017,239.0,ppm,3.7
1642,pellet,Fe,46.648,0.065,3.82,%,0.01
1642,pellet,Ga,0.067,0.016,29.0,ppm,2.4
1642,pellet,K,84.34,0.093,7.068,%,0.067
1642,pellet,Mg,0.44,0.065,1.771,%,0.166
1642,pellet,Mn,1.545,0.018,0.144,%,0.002
1642,pellet,Nb,0.355,0.019,21.0,ppm,2.8
1642,pellet,Ni,0.766,0.022,61.0,ppm,3.0
1642,pellet,O,0.0,0.0,43.828,%,0.088
1642,pellet,P,0.692,0.024,0.205,%,0.007
1642,pellet,Pb,0.076,0.02,0.193,%,0.001
1642,pellet,Rb,0.024,,14.0,ppm,2.8
1642,pellet,S,3.808,0.026,0.499,%,0.004
1642,pellet,Si,65.606,0.129,26.94,%,0.065
1642,pellet,Sn,0.0,0.0,58.0,ppm,8.5
1642,pellet,Sr,0.019,,0.083,%,0.0
1642,pellet,Ti,0.0,0.0,1.564,%,0.012
1642,pellet,V,6.062,0.033,289.0,ppm,47.8
1642,pellet,Y,0.0,0.0,43.0,ppm,3.1
1642,pellet,Zn,4.862,0.026,0.369,%,0.001
1642,pellet,Zr,0.648,0.027,326.0,ppm,3.8
GPS03,pellet,Al,4.426,0.056,4.219,%,0.051
GPS03,pellet,As,,,18.0,ppm,2.4
GPS03,pellet,Ca,350.046,0.178,8.507,%,0.036
GPS03,pellet,Cu,0.284,0.017,156.0,ppm,3.2
GPS03,pellet,Fe,80.12,0.082,6.349,%,0.014
GPS03,pellet,Ga,0.092,0.016,42.0,ppm,2.0
GPS03,pellet,Ge,,,5.0,ppm,1.6
GPS03,pellet,K,58.773,0.077,5.08,%,0.063
GPS03,pellet,Mg,0.579,0.06,1.529,%,0.15
GPS03,pellet,Mn,2.729,0.021,0.252,%,0.002
GPS03,pellet,Mo,0.008,0.027,25.0,ppm,3.3
GPS03,pellet,Nb,0.105,0.016,19.0,ppm,3.0
GPS03,pellet,Ni,0.723,0.02,60.0,ppm,3.2
GPS03,pellet,O,,,44.839,%,0.083
GPS03,pellet,P,0.812,0.02,0.244,%,0.006
GPS03,pellet,Pb,,,220.0,ppm,7.2
GPS03,pellet,Rb,,,183.0,ppm,3.0
GPS03,pellet,S,1.281,0.015,0.169,%,0.002
GPS03,pellet,Si,67.034,0.126,27.821,%,0.062
GPS03,pellet,Sn,,,37.0,ppm,8.8
GPS03,pellet,Sr,,,0.115,%,0.0
GPS03,pellet,Ti,,,0.626,%,0.008
GPS03,pellet,V,5.972,0.032,235.0,ppm,33.4
GPS03,pellet,Y,,,54.0,ppm,3.3
GPS03,pellet,Zn,0.757,0.018,0.059,%,0.0
GPS03,pellet,Zr,0.091,0.026,253.0,ppm,4.0
GPS03,powder,Al,5.524,0.095,6.139,%,0.099
GPS03,powder,Ca,590.544,0.347,15.653,%,0.111
GPS03,powder,Cu,0.322,0.024,272.0,ppm,10.7
GPS03,powder,Fe,95.567,0.133,9.492,%,0.045
GPS03,powder,Ga,0.114,0.021,61.0,ppm,6.0
GPS03,powder,K,70.174,0.129,6.616,%,0.14
GPS03,powder,Mg,0.796,0.109,2.404,%,0.313
GPS03,powder,Mn,3.82,0.033,0.411,%,0.008
GPS03,powder,Mo,0.018,0.052,56.0,ppm,8.3
GPS03,powder,Nb,0.5,0.029,32.0,ppm,7.6
GPS03,powder,Ni,0.948,0.038,80.0,ppm,9.6
GPS03,powder,O,,,40.13,%,0.157
GPS03,powder,P,1.225,0.041,0.36,%,0.012
GPS03,powder,Pb,,,401.0,ppm,20.7
GPS03,powder,Rb,,,248.0,ppm,8.4
GPS03,powder,S,2.358,0.029,0.309,%,0.004
GPS03,powder,Si,34.379,0.139,17.123,%,0.087
GPS03,powder,Sr,,,0.154,%,0.001
GPS03,powder,Th,,,87.0,ppm,13.1
GPS03,powder,Ti,,,0.926,%,0.023
GPS03,powder,V,5.651,0.045,330.0,ppm,100.0
GPS03,powder,Y,,,71.0,ppm,8.8
GPS03,powder,Zn,0.914,0.025,0.088,%,0.002
GPS03,powder,Zr,0.683,0.049,330.0,ppm,11.3
GPS05,powder,Al,1.495,0.093,1.687,%,0.1
GPS05,powder,As,,,34.0,ppm,6.3
GPS05,powder,Ca,932.569,0.466,28.958,%,0.173
GPS05,powder,Cu,0.357,0.026,238.0,ppm,9.9
GPS05,powder,Fe,42.459,0.096,4.857,%,0.031
GPS05,powder,Ga,,,32.0,ppm,4.9
GPS05,powder,K,154.837,0.202,13.393,%,0.171
GPS05,powder,Mg,0.77,0.139,2.326,%,0.394
GPS05,powder,Mn,4.617,0.037,0.618,%,0.01
GPS05,powder,Ni,1.834,0.059,48.0,ppm,7.8
GPS05,powder,O,,,34.765,%,0.169
GPS05,powder,P,3.465,0.061,0.906,%,0.016
GPS05,powder,Pb,,,194.0,ppm,19.2
GPS05,powder,Rb,,,87.0,ppm,6.8
GPS05,powder,S,2.987,0.04,0.364,%,0.005
GPS05,powder,Si,23.729,0.126,11.277,%,0.075
GPS05,powder,Sr,,,0.182,%,0.001
GPS05,powder,Ti,,,0.544,%,0.021
GPS05,powder,Y,,,,ppm,
GPS05,powder,Zn,0.742,0.025,0.056,%,0.001
GPS09,pellet,Al,4.926,0.056,4.571,%,0.049
GPS09,pellet,As,,,10.0,ppm,2.3
GPS09,pellet,Ba,,,0.065,%,0.005
GPS09,pellet,Ca,203.355,0.133,4.868,%,0.028
GPS09,pellet,Cu,0.218,0.016,88.0,ppm,2.5
GPS09,pellet,Fe,78.118,0.079,5.594,%,0.012
GPS09,pellet,Ga,0.05,0.016,36.0,ppm,1.8
GPS09,pellet,K,67.774,0.08,5.94,%,0.069
GPS09,pellet,Mg,0.537,0.053,1.389,%,0.133
GPS09,pellet,Mn,1.979,0.019,0.166,%,0.002
GPS09,pellet,Nb,0.157,0.013,25.0,ppm,2.7
GPS09,pellet,Ni,0.631,0.017,40.0,ppm,2.7
GPS09,pellet,O,,,45.997,%,0.079
GPS09,pellet,P,0.43,0.015,0.133,%,0.005
GPS09,pellet,Pb,,,240.0,ppm,6.5
GPS09,pellet,Rb,,,196.0,ppm,2.8
GPS09,pellet,S,1.12,0.015,0.151,%,0.002
GPS09,pellet,Sb,,,52.0,ppm,9.0
GPS09,pellet,Si,74.201,0.129,30.257,%,0.062
GPS09,pellet,Sn,,,58.0,ppm,8.1
GPS09,pellet,Sr,0.02,,0.068,%,0.0
GPS09,pellet,Te,,,95.0,ppm,17.3
GPS09,pellet,Ti,,,0.626,%,0.007
GPS09,pellet,V,5.966,0.031,149.0,ppm,31.3
GPS09,pellet,Y,0.023,,57.0,ppm,3.0
GPS09,pellet,Zn,0.502,0.017,347.0,ppm,3.5
GPS09,pellet,Zr,0.267,0.02,360.0,ppm,3.6
GPS09,powder,Al,5.69,0.09,6.672,%,0.098
GPS09,powder,Ca,346.259,0.257,9.758,%,0.094
GPS09,powder,Cu,0.193,0.021,147.0,ppm,8.4
GPS09,powder,Fe,99.642,0.13,9.952,%,0.045
GPS09,powder,Ga,0.101,0.021,56.0,ppm,6.1
GPS09,powder,K,88.447,0.136,9.136,%,0.167
GPS09,powder,Mg,0.515,0.093,1.667,%,0.284
GPS09,powder,Mn,2.47,0.028,0.253,%,0.006
GPS09,powder,Nb,0.351,0.024,40.0,ppm,7.1
GPS09,powder,Ni,0.627,0.027,55.0,ppm,8.5
GPS09,powder,O,,,41.074,%,0.155
GPS09,powder,P,1.062,0.034,0.346,%,0.011
GPS09,powder,Pb,,,389.0,ppm,21.0
GPS09,powder,Rb,,,266.0,ppm,8.4
GPS09,powder,S,2.015,0.027,0.291,%,0.004
GPS09,powder,Si,36.604,0.136,19.455,%,0.092
GPS09,powder,Sr,,,0.079,%,0.001
GPS09,powder,Ti,,,1.117,%,0.024
GPS09,powder,Y,,,73.0,ppm,8.5
GPS09,powder,Zn,0.685,0.022,0.07,%,0.001
GPS09,powder,Zr,0.457,0.042,266.0,ppm,10.0
JPL06,pellet,Al,2.326,0.055,2.311,%,0.052
JPL06,pellet,As,,,13.0,ppm,2.4
JPL06,pellet,Ba,,,0.074,%,0.005
JPL06,pellet,Ca,574.034,0.237,15.405,%,0.053
JPL06,pellet,Cu,0.304,0.018,154.0,ppm,3.4
JPL06,pellet,Fe,45.353,0.065,4.204,%,0.012
JPL06,pellet,Ga,,,27.0,ppm,2.0
JPL06,pellet,K,86.52,0.097,7.527,%,0.07
JPL06,pellet,Mg,0.681,0.073,1.846,%,0.187
JPL06,pellet,Mn,3.099,0.022,0.344,%,0.003
JPL06,pellet,Nb,0.515,0.02,20.0,ppm,3.2
JPL06,pellet,Ni,0.882,0.028,39.0,ppm,3.0
JPL06,pellet,O,,,42.265,%,0.094
JPL06,pellet,P,1.523,0.027,0.442,%,0.008
JPL06,pellet,Pb,,,168.0,ppm,7.3
JPL06,pellet,Rb,,,137.0,ppm,3.1
JPL06,pellet,S,1.815,0.02,0.236,%,0.003
JPL06,pellet,Si,58.566,0.122,24.57,%,0.065
JPL06,pellet,Sr,,,0.197,%,0.001
JPL06,pellet,Ti,,,0.429,%,0.008
JPL06,pellet,V,5.126,0.031,245.0,ppm,36.0
JPL06,pellet,Y,,,40.0,ppm,3.5
JPL06,pellet,Zn,0.533,0.018,430.0,ppm,4.3
JPL06,pellet,Zr,0.652,0.036,213.0,ppm,4.5
JPL07,pellet,Al,3.782,0.056,3.869,%,0.054
JPL07,pellet,As,,,13.0,ppm,2.8
JPL07,pellet,Ba,,,0.094,%,0.005
JPL07,pellet,Ca,330.942,0.178,8.977,%,0.04
JPL07,pellet,Cr,,,78.0,ppm,14.5
JPL07,pellet,Cu,0.289,0.017,218.0,ppm,3.8
JPL07,pellet,Fe,60.929,0.073,5.262,%,0.013
JPL07,pellet,Ga,,,40.0,ppm,2.2
JPL07,pellet,K,70.735,0.085,6.479,%,0.072
JPL07,pellet,Mg,0.386,0.059,1.101,%,0.161
JPL07,pellet,Mn,2.497,0.021,0.251,%,0.002
JPL07,pellet,Nb,0.361,0.017,23.0,ppm,3.2
JPL07,pellet,Ni,0.757,0.021,91.0,ppm,3.5
JPL07,pellet,O,,,44.486,%,0.089
JPL07,pellet,P,0.61,0.019,0.197,%,0.006
JPL07,pellet,Pb,,,351.0,ppm,8.1
JPL07,pellet,Rb,,,199.0,ppm,3.2
JPL07,pellet,S,2.053,0.02,0.293,%,0.003
JPL07,pellet,Si,62.591,0.125,27.784,%,0.066
JPL07,pellet,Sn,,,79.0,ppm,9.7
JPL07,pellet,Sr,,,0.112,%,0.0
JPL07,pellet,Ti,,,0.814,%,0.009
JPL07,pellet,V,5.836,0.032,233.0,ppm,39.7
JPL07,pellet,Y,,,68.0,ppm,3.6
JPL07,pellet,Zn,1.3,0.019,0.11,%,0.001
JPL07,pellet,Zr,0.416,0.024,329.0,ppm,4.3
JPL09,pellet,Al,4.215,0.065,4.215,%,0.051
JPL09,pellet,As,,,22.0,ppm,2.3
JPL09,pellet,Ba,,,0.075,%,0.005
JPL09,pellet,Ca,197.55,0.136,5.085,%,0.03
JPL09,pellet,Cu,0.23,0.016,106.0,ppm,2.7
JPL09,pellet,Fe,74.264,0.079,5.726,%,0.013
JPL09,pellet,Ga,0.055,0.016,47.0,ppm,2.0
JPL09,pellet,K,62.144,0.078,5.886,%,0.07
JPL09,pellet,Mg,0.362,0.052,1.017,%,0.141
JPL09,pellet,Mn,1.878,0.019,0.162,%,0.002
JPL09,pellet,Nb,0.25,0.014,22.0,ppm,2.9
JPL09,pellet,Ni,0.622,0.018,40.0,ppm,2.9
JPL09,pellet,O,,,46.028,%,0.083
JPL09,pellet,P,0.407,0.017,0.136,%,0.006
JPL09,pellet,Pb,,,199.0,ppm,7.0
JPL09,pellet,Rb,,,199.0,ppm,2.9
JPL09,pellet,S,1.079,0.015,0.158,%,0.002
JPL09,pellet,Si,70.252,0.129,30.66,%,0.066
JPL09,pellet,Sn,,,43.0,ppm,8.7
JPL09,pellet,Sr,,,0.071,%,0.0
JPL09,pellet,Te,,,94.0,ppm,18.3
JPL09,pellet,Ti,,,0.604,%,0.008
JPL09,pellet,V,6.124,0.032,171.0,ppm,33.2
JPL09,pellet,Y,,,60.0,ppm,3.2
JPL09,pellet,Zn,0.622,0.017,440.0,ppm,4.1
JPL09,pellet,Zr,0.347,0.02,348.0,ppm,3.9
JPL09,powder,Al,5.624,0.089,6.713,%,0.1
JPL09,powder,As,,,32.0,ppm,8.0
JPL09,powder,Ca,351.784,0.26,10.082,%,0.096
JPL09,powder,Cu,0.23,0.022,186.0,ppm,9.7
JPL09,powder,Fe,95.281,0.127,9.68,%,0.045
JPL09,powder,Ga,0.113,0.021,62.0,ppm,5.9
JPL09,powder,K,83.864,0.131,8.549,%,0.172
JPL09,powder,Mg,0.568,0.094,1.866,%,0.294
JPL09,powder,Mn,2.667,0.029,0.286,%,0.007
JPL09,powder,Nb,0.362,0.025,32.0,ppm,7.9
JPL09,powder,Ni,0.658,0.028,52.0,ppm,9.4
JPL09,powder,O,,,41.243,%,0.16
JPL09,powder,P,0.946,0.032,0.315,%,0.01
JPL09,powder,Pb,,,431.0,ppm,22.8
JPL09,powder,Rb,,,294.0,ppm,8.9
JPL09,powder,S,2.158,0.029,0.318,%,0.004
JPL09,powder,Si,36.147,0.133,19.571,%,0.094
JPL09,powder,Sr,,,0.1,%,0.001
JPL09,powder,Ti,,,1.027,%,0.024
JPL09,powder,Y,,,89.0,ppm,9.1
JPL09,powder,Zn,0.872,0.023,0.083,%,0.002
JPL09,powder,Zr,0.61,0.041,481.0,ppm,11.6
JPL11,pellet,Al,4.466,0.059,4.229,%,0.053
JPL11,pellet,As,,,13.0,ppm,2.5
JPL11,pellet,Ba,,,0.082,%,0.005
JPL11,pellet,Ca,320.256,0.175,7.92,%,0.036
JPL11,pellet,Cu,0.262,0.017,173.0,ppm,3.3
JPL11,pellet,Fe,71.992,0.079,5.715,%,0.013
JPL11,pellet,Ga,0.097,0.016,37.0,ppm,2.1
JPL11,pellet,K,73.034,0.087,6.334,%,0.067
JPL11,pellet,Mg,0.462,0.06,1.22,%,0.152
JPL11,pellet,Mn,2.108,0.02,0.193,%,0.002
JPL11,pellet,Nb,0.368,0.016,23.0,ppm,2.9
JPL11,pellet,Ni,0.682,0.02,40.0,ppm,2.8
JPL11,pellet,O,,,44.723,%,0.085
JPL11,pellet,P,0.545,0.02,0.164,%,0.006
JPL11,pellet,Pb,,,259.0,ppm,7.2
JPL11,pellet,Rb,,,174.0,ppm,2.9
JPL11,pellet,S,1.817,0.018,0.241,%,0.002
JPL11,pellet,Sb,,,52.0,ppm,9.9
JPL11,pellet,Si,67.814,0.13,28.035,%,0.064
JPL11,pellet,Sn,,,61.0,ppm,8.9
JPL11,pellet,Sr,0.023,,0.103,%,0.0
JPL11,pellet,Ti,,,0.775,%,0.008
JPL11,pellet,V,5.937,0.033,193.0,ppm,36.0
JPL11,pellet,Y,,,43.0,ppm,3.2
JPL11,pellet,Zn,1.555,0.02,0.128,%,0.001
JPL11,pellet,Zr,0.484,0.024,319.0,ppm,3.9
JPL11,powder,Ag,0.322,0.07,41.0,ppm,10.8
JPL11,powder,Al,4.798,0.09,5.679,%,0.099
JPL11,powder,Ca,499.346,0.315,14.819,%,0.114
JPL11,powder,Cu,0.287,0.023,234.0,ppm,10.4
JPL11,powder,Fe,82.925,0.122,8.827,%,0.043
JPL11,powder,Ga,0.082,0.021,55.0,ppm,6.4
JPL11,powder,K,92.856,0.145,9.077,%,0.164
JPL11,powder,Mg,0.494,0.103,1.613,%,0.318
JPL11,powder,Mn,2.662,0.029,0.301,%,0.007
JPL11,powder,Nb,0.474,0.029,27.0,ppm,7.6
JPL11,powder,Ni,0.846,0.034,77.0,ppm,9.2
JPL11,powder,O,,,39.751,%,0.162
JPL11,powder,P,1.013,0.038,0.32,%,0.012
JPL11,powder,Pb,,,384.0,ppm,21.2
JPL11,powder,Rb,,,227.0,ppm,8.6
JPL11,powder,S,2.883,0.033,0.407,%,0.005
JPL11,powder,Si,33.172,0.135,17.522,%,0.09
JPL11,powder,Sr,,,0.133,%,0.001
JPL11,powder,Ti,,,1.205,%,0.026
JPL11,powder,Y,,,54.0,ppm,8.8
JPL11,powder,Zn,1.792,0.027,0.188,%,0.002
JPL11,powder,Zr,0.62,0.045,479.0,ppm,11.7
JPL15,pellet,Al,4.08,0.059,3.808,%,0.052
JPL15,pellet,Ba,,,0.09,%,0.005
JPL15,pellet,Ca,439.163,0.207,10.952,%,0.042
JPL15,pellet,Cu,0.278,0.017,134.0,ppm,2.9
JPL15,pellet,Fe,57.82,0.073,4.632,%,0.012
JPL15,pellet,Ga,0.053,0.016,32.0,ppm,1.8
JPL15,pellet,K,71.646,0.088,6.01,%,0.065
JPL15,pellet,Mg,0.507,0.067,1.312,%,0.166
JPL15,pellet,Mn,2.63,0.021,0.245,%,0.002
JPL15,pellet,Nb,0.188,0.019,17.0,ppm,2.7
JPL15,pellet,Ni,0.808,0.023,40.0,ppm,2.8
JPL15,pellet,O,,,44.205,%,0.089
JPL15,pellet,P,0.743,0.022,0.217,%,0.006
JPL15,pellet,Pb,,,258.0,ppm,6.6
JPL15,pellet,Rb,,,136.0,ppm,2.7
JPL15,pellet,Rh,0.166,0.028,20.0,ppm,3.6
JPL15,pellet,S,1.558,0.018,0.202,%,0.002
JPL15,pellet,Si,67.283,0.132,27.263,%,0.065
JPL15,pellet,Sn,,,45.0,ppm,8.2
JPL15,pellet,Sr,0.018,,0.139,%,0.0
JPL15,pellet,Ti,,,0.745,%,0.008
JPL15,pellet,Y,,,44.0,ppm,2.9
JPL15,pellet,Zn,1.168,0.019,0.087,%,0.001
JPL15,pellet,Zr,0.215,0.026,219.0,ppm,3.8
JPL18,pellet,Al,4.109,0.054,3.912,%,0.049
JPL18,pellet,As,,,20.0,ppm,2.2
JPL18,pellet,Ba,,,0.077,%,0.005
JPL18,pellet,Ca,241.895,0.147,5.927,%,0.031
JPL18,pellet,Cu,0.237,0.016,100.0,ppm,2.6
JPL18,pellet,Fe,79.039,0.08,5.979,%,0.013
JPL18,pellet,Ga,0.07,0.016,37.0,ppm,1.9
JPL18,pellet,K,59.345,0.075,5.127,%,0.065
JPL18,pellet,Mg,0.422,0.055,1.125,%,0.141
JPL18,pellet,Mn,2.002,0.019,0.172,%,0.002
JPL18,pellet,Nb,0.268,0.014,22.0,ppm,2.7
JPL18,pellet,Ni,0.605,0.018,32.0,ppm,2.7
JPL18,pellet,O,,,45.907,%,0.082
JPL18,pellet,P,0.47,0.018,0.147,%,0.006
JPL18,pellet,Pb,,,167.0,ppm,6.6
JPL18,pellet,Rb,,,145.0,ppm,2.7
JPL18,pellet,S,1.463,0.016,0.2,%,0.002
JPL18,pellet,Si,73.324,0.13,30.208,%,0.063
JPL18,pellet,Sn,,,41.0,ppm,8.2
JPL18,pellet,Sr,0.019,,0.085,%,0.0
JPL18,pellet,Te,,,80.0,ppm,17.6
JPL18,pellet,Ti,,,0.903,%,0.009
JPL18,pellet,V,6.006,0.032,238.0,ppm,36.3
JPL18,pellet,Y,,,41.0,ppm,3.0
JPL18,pellet,Zn,1.507,0.019,0.112,%,0.001
JPL18,pellet,Zr,0.41,0.021,260.0,ppm,3.6
JPL25,pellet,Ag,0.636,0.045,22.0,ppm,4.2
JPL25,pellet,Al,4.08,0.058,3.698,%,0.05
JPL25,pellet,As,,,7.0,ppm,2.1
JPL25,pellet,Ca,366.118,0.183,8.631,%,0.036
JPL25,pellet,Cr,,,72.0,ppm,13.1
JPL25,pellet,Cu,0.261,0.017,117.0,ppm,2.8
JPL25,pellet,Fe,74.457,0.08,5.672,%,0.013
JPL25,pellet,Ga,,,38.0,ppm,1.8
JPL25,pellet,K,76.469,0.088,6.302,%,0.066
JPL25,pellet,Mg,0.666,0.063,1.666,%,0.152
JPL25,pellet,Mn,2.303,0.02,0.197,%,0.002
JPL25,pellet,Nb,0.343,0.016,21.0,ppm,2.7
JPL25,pellet,Ni,0.707,0.021,46.0,ppm,2.8
JPL25,pellet,O,,,44.534,%,0.084
JPL25,pellet,P,0.761,0.022,0.216,%,0.006
JPL25,pellet,Pb,,,169.0,ppm,6.2
JPL25,pellet,Rb,,,163.0,ppm,2.7
JPL25,pellet,S,1.396,0.017,0.175,%,0.002
JPL25,pellet,Si,71.391,0.131,27.93,%,0.062
JPL25,pellet,Sn,,,34.0,ppm,8.6
