sample_id,method,element,int_cts_s,int_err,value,unit,value_err
PBP01_pellet_B,pellet,Ga,0.295,0.018,170.0,ppm,2.0
PBP01_pellet_B,pellet,K,54.257,0.066,4.38,%,0.067
PBP01_pellet_B,pellet,Mn,0.15,0.015,77.0,ppm,5.7
PBP01_pellet_B,pellet,Mo,0.023,,7.0,ppm,1.9
PBP01_pellet_B,pellet,Nb,0.023,,39.0,ppm,1.8
PBP01_pellet_B,pellet,Ni,0.524,0.016,12.0,ppm,1.4
PBP01_pellet_B,pellet,O,0.0,0.0,48.599,%,0.055
PBP01_pellet_B,pellet,P,0.204,0.008,0.065,%,0.002
PBP01_pellet_B,pellet,Pb,0.073,0.008,386.0,ppm,5.2
PBP01_pellet_B,pellet,Rb,0.0,0.0,495.0,ppm,2.4
PBP01_pellet_B,pellet,S,0.378,0.008,0.053,%,0.001
PBP01_pellet_B,pellet,Si,51.108,0.098,25.025,%,0.044
PBP01_pellet_B,pellet,Sn,0.0,,36.0,ppm,5.0
PBP01_pellet_B,pellet,Sr,0.0,0.0,262.0,ppm,1.8
PBP01_pellet_B,pellet,Th,0.0,,18.0,ppm,3.3
PBP01_pellet_B,pellet,Ti,0.0,0.0,240.0,ppm,28.8
PBP01_pellet_B,pellet,Y,0.0,0.0,17.0,ppm,2.1
PBP01_pellet_B,pellet,Zn,0.106,0.016,25.0,ppm,1.2
PBP01_pellet_B,pellet,Zr,0.0,0.0,50.0,ppm,2.0
PBP01_pellet_C,pellet,Al,28.705,0.101,21.05,%,0.062
PBP01_pellet_C,pellet,Ba,0.0,0.0,100.0,ppm,23.8
PBP01_pellet_C,pellet,Cu,0.173,0.017,51.0,ppm,1.5
PBP01_pellet_C,pellet,Fe,13.149,0.034,0.602,%,0.002
PBP01_pellet_C,pellet,Ga,0.325,0.018,159.0,ppm,1.8
PBP01_pellet_C,pellet,K,54.358,0.067,4.136,%,0.063
PBP01_pellet_C,pellet,Mg,0.214,0.036,0.449,%,0.073
PBP01_pellet_C,pellet,Mn,0.111,0.015,83.0,ppm,5.3
PBP01_pellet_C,pellet,Nb,0.0,0.0,33.0,ppm,1.6
PBP01_pellet_C,pellet,Ni,0.553,0.016,8.0,ppm,1.3
PBP01_pellet_C,pellet,O,0.0,0.0,48.626,%,0.064
PBP01_pellet_C,pellet,P,0.218,0.008,0.067,%,0.002
PBP01_pellet_C,pellet,Pb,0.062,0.008,367.0,ppm,4.8
PBP01_pellet_C,pellet,Rb,0.0,0.0,458.0,ppm,2.2
PBP01_pellet_C,pellet,S,0.394,0.01,0.052,%,0.001
PBP01_pellet_C,pellet,Si,52.95,0.101,24.833,%,0.047
PBP01_pellet_C,pellet,Sn,0.0,0.0,23.0,ppm,4.6
PBP01_pellet_C,pellet,Sr,0.0,0.0,238.0,ppm,1.7
PBP01_pellet_C,pellet,Ti,0.0,0.0,211.0,ppm,25.8
PBP01_pellet_C,pellet,Y,0.0,0.0,17.0,ppm,1.9
PBP01_pellet_C,pellet,Zn,0.118,0.016,26.0,ppm,1.1
PBP01_pellet_C,pellet,Zr,0.0,0.0,46.0,ppm,1.9
PBP01_powder_1,powder,Al,28.57,0.121,21.447,%,0.075
PBP01_powder_1,powder,As,0.0,0.0,10.0,ppm,1.5
PBP01_powder_1,powder,Bi,0.0,0.0,18.0,ppm,2.4
PBP01_powder_1,powder,Cu,0.164,0.019,47.0,ppm,1.5
PBP01_powder_1,powder,Fe,13.071,0.039,0.549,%,0.002
PBP01_powder_1,powder,Ga,0.265,0.02,135.0,ppm,1.9
PBP01_powder_1,powder,K,50.013,0.076,3.846,%,0.063
PBP01_powder_1,powder,Mg,0.159,0.042,0.342,%,0.088
PBP01_powder_1,powder,Mn,0.077,0.016,53.0,ppm,5.0
PBP01_powder_1,powder,Nb,0.0,0.0,21.0,ppm,1.4
PBP01_powder_1,powder,Ni,0.436,0.018,8.0,ppm,1.2
PBP01_powder_1,powder,O,0.0,0.0,48.776,%,0.075
PBP01_powder_1,powder,P,0.213,0.009,0.067,%,0.003
PBP01_powder_1,powder,Pb,0.045,0.009,162.0,ppm,4.3
PBP01_powder_1,powder,Rb,0.0,0.0,320.0,ppm,2.0
PBP01_powder_1,powder,S,0.359,0.011,491.0,ppm,14.5
PBP01_powder_1,powder,Si,51.151,0.118,24.8,%,0.055
PBP01_powder_1,powder,Sn,0.0,0.0,14.0,ppm,3.7
PBP01_powder_1,powder,Sr,0.0,0.0,171.0,ppm,1.5
PBP01_powder_1,powder,Ti,0.0,0.0,214.0,ppm,24.5
PBP01_powder_1,powder,Y,0.0,0.0,7.0,ppm,1.7
PBP01_powder_1,powder,Zn,0.072,0.019,20.0,ppm,1.0
PBP01_powder_1,powder,Zr,0.0,0.0,32.0,ppm,1.6
PBP01_powder_2,powder,Al,27.192,0.12,21.361,%,0.078
PBP01_powder_2,powder,As,0.0,0.0,7.0,ppm,1.5
PBP01_powder_2,powder,Cu,0.155,0.019,43.0,ppm,1.5
PBP01_powder_2,powder,Fe,12.858,0.039,0.547,%,0.002
PBP01_powder_2,powder,Ga,0.301,0.02,132.0,ppm,1.8
PBP01_powder_2,powder,K,47.646,0.074,3.921,%,0.062
PBP01_powder_2,powder,Mg,0.133,0.041,0.299,%,0.089
PBP01_powder_2,powder,Mn,0.09,0.016,64.0,ppm,4.9
PBP01_powder_2,powder,Nb,0.0,0.0,22.0,ppm,1.4
PBP01_powder_2,powder,Ni,0.422,0.018,7.0,ppm,1.1
PBP01_powder_2,powder,O,0.0,0.0,48.764,%,0.076
PBP01_powder_2,powder,P,0.2,0.009,0.066,%,0.003
PBP01_powder_2,powder,Pb,0.034,0.009,184.0,ppm,4.2
PBP01_powder_2,powder,Rb,0.0,0.0,305.0,ppm,2.0
PBP01_powder_2,powder,S,0.358,0.01,0.051,%,0.001
PBP01_powder_2,powder,Sb,0.0,0.0,19.0,ppm,3.8
PBP01_powder_2,powder,Si,49.075,0.116,24.867,%,0.057
PBP01_powder_2,powder,Sr,0.0,0.0,161.0,ppm,1.5
PBP01_powder_2,powder,Ti,0.0,0.0,233.0,ppm,23.3
PBP01_powder_2,powder,Y,0.0,0.0,8.0,ppm,1.6
PBP01_powder_2,powder,Zn,0.125,0.019,21.0,ppm,1.0
PBP01_powder_2,powder,Zr,0.0,0.0,28.0,ppm,1.6
PBP01_powder_3,powder,Al,27.792,0.12,21.437,%,0.077
PBP01_powder_3,powder,As,0.0,0.0,12.0,ppm,1.4
PBP01_powder_3,powder,Cu,0.171,0.019,50.0,ppm,1.5
PBP01_powder_3,powder,Fe,13.322,0.04,0.577,%,0.002
PBP01_powder_3,powder,Ga,0.325,0.02,134.0,ppm,1.9
PBP01_powder_3,powder,In,0.0,0.0,24.0,ppm,3.6
PBP01_powder_3,powder,K,49.531,0.075,3.974,%,0.064
PBP01_powder_3,powder,Mg,0.175,0.043,0.385,%,0.092
PBP01_powder_3,powder,Mn,0.08,0.016,55.0,ppm,4.9
PBP01_powder_3,powder,Nb,0.0,0.0,21.0,ppm,1.4
PBP01_powder_3,powder,Ni,0.432,0.018,7.0,ppm,1.2
PBP01_powder_3,powder,O,0.0,0.0,48.703,%,0.076
PBP01_powder_3,powder,P,0.202,0.009,0.065,%,0.003
PBP01_powder_3,powder,Pb,0.063,0.009,138.0,ppm,4.3
PBP01_powder_3,powder,Rb,0.0,0.0,308.0,ppm,2.0
PBP01_powder_3,powder,S,0.353,0.01,494.0,ppm,14.5
PBP01_powder_3,powder,Si,49.605,0.116,24.686,%,0.056
PBP01_powder_3,powder,Sr,0.0,0.0,162.0,ppm,1.5
PBP01_powder_3,powder,Ti,0.0,0.0,238.0,ppm,22.7
PBP01_powder_3,powder,U,0.0,0.0,10.0,ppm,3.3
PBP01_powder_3,powder,Y,0.0,0.0,8.0,ppm,1.7
PBP01_powder_3,powder,Zn,0.0,0.0,23.0,ppm,1.1
PBP01_powder_3,powder,Zr,0.0,0.0,29.0,ppm,1.6
PBP02_pellet_A,pellet,Al,24.998,0.095,20.527,%,0.066
PBP02_pellet_A,pellet,Cr,0.084,0.012,67.0,ppm,8.1
PBP02_pellet_A,pellet,Cu,0.176,0.017,57.0,ppm,1.7
PBP02_pellet_A,pellet,Fe,13.184,0.034,0.665,%,0.002
PBP02_pellet_A,pellet,Ga,0.314,0.018,172.0,ppm,2.2
PBP02_pellet_A,pellet,K,52.289,0.065,4.389,%,0.066
PBP02_pellet_A,pellet,Mg,0.199,0.035,0.467,%,0.079
PBP02_pellet_A,pellet,Mn,0.112,0.015,81.0,ppm,5.9
PBP02_pellet_A,pellet,Nb,0.036,0.009,39.0,ppm,1.9
PBP02_pellet_A,pellet,Ni,0.586,0.017,28.0,ppm,1.6
PBP02_pellet_A,pellet,O,0.0,0.0,48.47,%,0.068
PBP02_pellet_A,pellet,P,0.207,0.008,0.07,%,0.003
PBP02_pellet_A,pellet,Pb,0.146,0.009,0.175,%,0.001
PBP02_pellet_A,pellet,Rb,0.0,0.0,491.0,ppm,2.5
PBP02_pellet_A,pellet,S,0.447,0.011,0.066,%,0.002
PBP02_pellet_A,pellet,Si,48.144,0.097,24.984,%,0.05
PBP02_pellet_A,pellet,Sr,0.0,0.0,260.0,ppm,1.9
PBP02_pellet_A,pellet,Ti,0.0,0.0,255.0,ppm,29.4
PBP02_pellet_A,pellet,Y,0.0,0.0,19.0,ppm,2.2
PBP02_pellet_A,pellet,Zn,0.056,0.017,34.0,ppm,1.2
PBP02_pellet_A,pellet,Zr,0.0,0.0,47.0,ppm,2.1
PBP02_pellet_B,pellet,Ag,0.0,0.0,9.0,ppm,2.6
PBP02_pellet_B,pellet,Al,26.746,0.098,20.776,%,0.064
PBP02_pellet_B,pellet,Cu,0.156,0.017,65.0,ppm,1.6
PBP02_pellet_B,pellet,Fe,12.965,0.033,0.624,%,0.002
PBP02_pellet_B,pellet,Ga,0.302,0.018,166.0,ppm,2.1
PBP02_pellet_B,pellet,K,52.474,0.065,4.17,%,0.065
PBP02_pellet_B,pellet,Mg,0.237,0.036,0.524,%,0.077
PBP02_pellet_B,pellet,Mn,0.108,0.015,79.0,ppm,5.4
PBP02_pellet_B,pellet,Nb,0.0,0.0,35.0,ppm,1.8
PBP02_pellet_B,pellet,Ni,0.508,0.017,13.0,ppm,1.4
PBP02_pellet_B,pellet,O,0.0,0.0,48.539,%,0.066
PBP02_pellet_B,pellet,P,0.211,0.008,0.068,%,0.002
PBP02_pellet_B,pellet,Pb,0.164,0.01,0.171,%,0.001
PBP02_pellet_B,pellet,Rb,0.0,0.0,476.0,ppm,2.4
PBP02_pellet_B,pellet,S,0.467,0.011,0.065,%,0.002
PBP02_pellet_B,pellet,Si,50.417,0.099,24.871,%,0.048
PBP02_pellet_B,pellet,Sr,0.0,0.0,258.0,ppm,1.8
PBP02_pellet_B,pellet,Ti,0.0,0.0,386.0,ppm,30.8
PBP02_pellet_B,pellet,Y,0.0,0.0,18.0,ppm,2.2
PBP02_pellet_B,pellet,Zn,0.08,0.017,35.0,ppm,1.2
PBP02_pellet_B,pellet,Zr,0.0,0.0,46.0,ppm,2.1
PBP02_pellet_C,pellet,Al,28.021,0.1,20.975,%,0.063
PBP02_pellet_C,pellet,Cu,0.196,0.017,63.0,ppm,1.7
PBP02_pellet_C,pellet,Fe,13.135,0.034,0.63,%,0.002
PBP02_pellet_C,pellet,Ga,0.311,0.018,155.0,ppm,2.2
PBP02_pellet_C,pellet,K,53.286,0.066,4.244,%,0.064
PBP02_pellet_C,pellet,Mg,0.166,0.036,0.356,%,0.075
PBP02_pellet_C,pellet,Mn,0.119,0.015,80.0,ppm,5.5
PBP02_pellet_C,pellet,Mo,0.004,0.018,11.0,ppm,1.9
PBP02_pellet_C,pellet,Nb,0.024,0.0,41.0,ppm,1.8
PBP02_pellet_C,pellet,Ni,0.548,0.017,12.0,ppm,1.4
PBP02_pellet_C,pellet,O,0.0,0.0,48.514,%,0.065
PBP02_pellet_C,pellet,P,0.216,0.008,0.067,%,0.002
PBP02_pellet_C,pellet,Pb,0.185,0.01,0.178,%,0.001
PBP02_pellet_C,pellet,Rb,0.0,0.0,475.0,ppm,2.4
PBP02_pellet_C,pellet,S,0.501,0.01,0.068,%,0.001
PBP02_pellet_C,pellet,Si,51.872,0.1,24.779,%,0.047
PBP02_pellet_C,pellet,Sr,0.0,0.0,258.0,ppm,1.8
PBP02_pellet_C,pellet,Ti,0.0,0.0,283.0,ppm,28.0
PBP02_pellet_C,pellet,Y,0.0,0.0,18.0,ppm,2.2
PBP02_pellet_C,pellet,Zn,0.108,0.017,33.0,ppm,1.2
PBP02_pellet_C,pellet,Zr,0.023,0.0,48.0,ppm,2.0
PBP02_powder_1,powder,Al,19.517,0.102,20.686,%,0.09
PBP02_powder_1,powder,As,0.0,0.0,39.0,ppm,3.2
PBP02_powder_1,powder,Cu,0.144,0.019,53.0,ppm,1.9
PBP02_powder_1,powder,Fe,11.748,0.037,0.644,%,0.003
PBP02_powder_1,powder,Ga,0.294,0.02,166.0,ppm,2.4
PBP02_powder_1,powder,K,38.574,0.067,4.354,%,0.074
PBP02_powder_1,powder,Mg,0.108,0.037,0.327,%,0.109
PBP02_powder_1,powder,Mn,0.107,0.015,68.0,ppm,6.0
PBP02_powder_1,powder,Mo,0.003,0.016,12.0,ppm,1.9
PBP02_powder_1,powder,Nb,0.0,0.0,26.0,ppm,1.8
PBP02_powder_1,powder,Ni,0.413,0.018,11.0,ppm,1.4
PBP02_powder_1,powder,O,0.0,0.0,48.568,%,0.089
PBP02_powder_1,powder,P,0.141,0.008,0.063,%,0.004
PBP02_powder_1,powder,Pb,0.095,0.009,0.092,%,0.001
PBP02_powder_1,powder,Rb,0.0,0.0,377.0,ppm,2.6
PBP02_powder_1,powder,S,0.27,0.009,0.052,%,0.002
PBP02_powder_1,powder,Si,37.249,0.101,25.082,%,0.066
PBP02_powder_1,powder,Sn,0.0,0.0,22.0,ppm,4.6
PBP02_powder_1,powder,Sr,0.0,0.0,203.0,ppm,2.0
PBP02_powder_1,powder,Ti,0.0,0.0,281.0,ppm,30.2
PBP02_powder_1,powder,Y,0.0,0.0,10.0,ppm,2.2
PBP02_powder_1,powder,Zn,0.0,0.0,24.0,ppm,1.3
PBP02_powder_1,powder,Zr,0.0,0.0,34.0,ppm,2.1
PBP02_powder_2,powder,Al,19.52,0.1,20.847,%,0.089
PBP02_powder_2,powder,Ba,0.0,0.0,170.0,ppm,20.9
PBP02_powder_2,powder,Cu,0.135,0.018,54.0,ppm,1.8
PBP02_powder_2,powder,Fe,11.661,0.037,0.627,%,0.003
PBP02_powder_2,powder,Ga,0.264,0.02,146.0,ppm,2.3
PBP02_powder_2,powder,Ir,0.0,0.0,25.0,ppm,5.5
PBP02_powder_2,powder,K,37.664,0.065,4.299,%,0.072
PBP02_powder_2,powder,Mg,0.149,0.039,0.454,%,0.114
PBP02_powder_2,powder,Mn,0.091,0.015,57.0,ppm,5.7
PBP02_powder_2,powder,Nb,0.0,0.0,21.0,ppm,1.7
PBP02_powder_2,powder,Ni,0.423,0.018,7.0,ppm,1.4
PBP02_powder_2,powder,O,0.0,0.0,48.55,%,0.09
PBP02_powder_2,powder,P,0.157,0.008,0.07,%,0.003
PBP02_powder_2,powder,Pb,0.094,0.009,0.087,%,0.001
PBP02_powder_2,powder,Rb,0.0,0.0,342.0,ppm,2.4
PBP02_powder_2,powder,S,0.27,0.011,0.062,%,0.002
PBP02_powder_2,powder,Si,36.594,0.099,24.878,%,0.066
PBP02_powder_2,powder,Sn,0.0,0.0,15.0,ppm,4.2
PBP02_powder_2,powder,Sr,0.0,0.0,179.0,ppm,1.8
PBP02_powder_2,powder,Ti,0.0,0.0,229.0,ppm,27.4
PBP02_powder_2,powder,U,0.0,0.0,13.0,ppm,3.9
PBP02_powder_2,powder,Y,0.0,0.0,8.0,ppm,2.1
PBP02_powder_2,powder,Zn,0.072,0.019,25.0,ppm,1.2
PBP02_powder_2,powder,Zr,0.022,,31.0,ppm,1.9
PBP02_powder_3,powder,Al,20.059,0.101,20.847,%,0.085
PBP02_powder_3,powder,Cu,0.152,0.018,54.0,ppm,1.8
PBP02_powder_3,powder,Fe,11.818,0.037,0.634,%,0.003
PBP02_powder_3,powder,Ga,0.303,0.02,157.0,ppm,2.4
PBP02_powder_3,powder,Ir,0.0,0.0,20.0,ppm,5.7
PBP02_powder_3,powder,K,39.155,0.066,4.358,%,0.073
PBP02_powder_3,powder,Mn,0.09,0.015,67.0,ppm,5.8
PBP02_powder_3,powder,Nb,0.0,0.0,28.0,ppm,1.8
PBP02_powder_3,powder,Ni,0.435,0.018,8.0,ppm,1.4
PBP02_powder_3,powder,O,0.0,0.0,48.625,%,0.07
PBP02_powder_3,powder,P,0.158,0.008,0.069,%,0.004
PBP02_powder_3,powder,Pb,0.091,0.009,0.093,%,0.001
PBP02_powder_3,powder,Rb,0.0,0.0,372.0,ppm,2.5
PBP02_powder_3,powder,S,0.272,0.011,0.052,%,0.002
PBP02_powder_3,powder,Si,37.92,0.1,25.194,%,0.059
PBP02_powder_3,powder,Sr,0.0,0.0,200.0,ppm,1.9
PBP02_powder_3,powder,Ta,0.0,0.0,20.0,ppm,4.6
PBP02_powder_3,powder,Ti,0.0,0.0,236.0,ppm,28.8
PBP02_powder_3,powder,Y,0.0,0.0,11.0,ppm,2.2
PBP02_powder_3,powder,Zn,0.056,0.019,25.0,ppm,1.2
PBP02_powder_3,powder,Zr,0.0,0.0,31.0,ppm,2.1
PBP03_pellet_A,pellet,Al,27.076,0.098,20.699,%,0.063
PBP03_pellet_A,pellet,Bi,0.0,0.0,31.0,ppm,4.5
PBP03_pellet_A,pellet,Cu,0.154,0.017,54.0,ppm,1.6
PBP03_pellet_A,pellet,Fe,13.168,0.034,0.628,%,0.002
PBP03_pellet_A,pellet,Ga,0.326,0.018,160.0,ppm,2.3
PBP03_pellet_A,pellet,K,53.774,0.066,4.319,%,0.064
PBP03_pellet_A,pellet,Mg,0.202,0.037,0.442,%,0.077
PBP03_pellet_A,pellet,Mn,0.148,0.014,74.0,ppm,5.6
PBP03_pellet_A,pellet,Nb,0.031,0.009,37.0,ppm,1.8
PBP03_pellet_A,pellet,Ni,0.526,0.016,14.0,ppm,1.5
PBP03_pellet_A,pellet,O,0.0,0.0,48.446,%,0.066
PBP03_pellet_A,pellet,P,0.21,0.008,0.067,%,0.002
PBP03_pellet_A,pellet,Pb,0.279,0.011,0.314,%,0.001
PBP03_pellet_A,pellet,Rb,0.0,0.0,496.0,ppm,2.5
PBP03_pellet_A,pellet,S,0.561,0.013,0.077,%,0.002
PBP03_pellet_A,pellet,Si,51.26,0.099,24.856,%,0.048
PBP03_pellet_A,pellet,Sr,0.0,0.0,257.0,ppm,1.8
PBP03_pellet_A,pellet,Ti,0.0,0.0,246.0,ppm,27.6
PBP03_pellet_A,pellet,Y,0.0,0.0,16.0,ppm,2.3
PBP03_pellet_A,pellet,Zn,0.084,0.016,33.0,ppm,1.2
PBP03_pellet_A,pellet,Zr,0.0,0.0,51.0,ppm,2.1
PBP03_pellet_B,pellet,Al,27.867,0.1,20.873,%,0.063
PBP03_pellet_B,pellet,As,0.0,,23.0,ppm,4.2
PBP03_pellet_B,pellet,Ba,0.0,,254.0,ppm,26.4
PBP03_pellet_B,pellet,Bi,0.0,,28.0,ppm,4.3
PBP03_pellet_B,pellet,Cu,0.185,0.017,53.0,ppm,1.5
PBP03_pellet_B,pellet,Fe,12.973,0.034,0.6,%,0.002
PBP03_pellet_B,pellet,Ga,0.36,0.018,162.0,ppm,2.2
PBP03_pellet_B,pellet,K,53.303,0.066,4.107,%,0.063
PBP03_pellet_B,pellet,La,0.0,,228.0,ppm,36.2
PBP03_pellet_B,pellet,Mg,0.208,0.035,0.444,%,0.072
PBP03_pellet_B,pellet,Mn,0.109,0.015,61.0,ppm,5.4
PBP03_pellet_B,pellet,Mo,0.002,0.021,6.0,ppm,1.9
PBP03_pellet_B,pellet,Ni,0.531,0.017,15.0,ppm,1.4
PBP03_pellet_B,pellet,O,,,48.51,%,0.064
PBP03_pellet_B,pellet,P,0.219,0.008,0.068,%,0.002
PBP03_pellet_B,pellet,Pb,0.318,0.011,0.302,%,0.001
PBP03_pellet_B,pellet,Rb,0.0,,474.0,ppm,2.4
PBP03_pellet_B,pellet,S,0.662,0.012,0.089,%,0.002
PBP03_pellet_B,pellet,Sb,0.0,,39.0,ppm,5.5
PBP03_pellet_B,pellet,Si,52.029,0.101,24.795,%,0.047
PBP03_pellet_B,pellet,Sn,0.024,,26.0,ppm,5.1
PBP03_pellet_B,pellet,Sr,0.0,,252.0,ppm,1.8
PBP03_pellet_B,pellet,Ti,0.0,,361.0,ppm,27.4
PBP03_pellet_B,pellet,Y,0.0,,16.0,ppm,2.2
PBP03_pellet_B,pellet,Zn,0.114,0.017,36.0,ppm,1.2
PBP03_pellet_B,pellet,Zr,0.023,,51.0,ppm,2.0
PBP03_pellet_C,pellet,Al,28.649,0.101,20.998,%,0.062
PBP03_pellet_C,pellet,As,0.0,,26.0,ppm,4.2
PBP03_pellet_C,pellet,Ba,0.0,,177.0,ppm,25.4
PBP03_pellet_C,pellet,Bi,0.0,,29.0,ppm,4.3
PBP03_pellet_C,pellet,Cu,0.143,0.017,51.0,ppm,1.5
PBP03_pellet_C,pellet,Fe,13.351,0.034,0.601,%,0.002
PBP03_pellet_C,pellet,Ga,0.322,0.018,156.0,ppm,2.2
PBP03_pellet_C,pellet,K,53.913,0.066,4.12,%,0.061
PBP03_pellet_C,pellet,Mg,0.194,0.035,0.406,%,0.072
PBP03_pellet_C,pellet,Mn,0.101,0.015,79.0,ppm,5.2
PBP03_pellet_C,pellet,Nb,0.032,0.009,35.0,ppm,1.7
PBP03_pellet_C,pellet,Ni,0.53,0.016,12.0,ppm,1.3
PBP03_pellet_C,pellet,O,,,48.509,%,0.063
PBP03_pellet_C,pellet,P,0.227,0.008,0.069,%,0.002
PBP03_pellet_C,pellet,Pb,0.313,0.011,0.306,%,0.001
PBP03_pellet_C,pellet,Pd,0.025,,9.0,ppm,2.4
PBP03_pellet_C,pellet,Rb,0.0,,465.0,ppm,2.3
PBP03_pellet_C,pellet,S,0.541,0.013,0.071,%,0.002
PBP03_pellet_C,pellet,Si,52.913,0.101,24.749,%,0.046
PBP03_pellet_C,pellet,Sn,0.0,,31.0,ppm,4.9
PBP03_pellet_C,pellet,Sr,0.0,,245.0,ppm,1.7
PBP03_pellet_C,pellet,Te,0.0,,52.0,ppm,10.2
PBP03_pellet_C,pellet,Ti,0.0,,217.0,ppm,26.1
PBP03_pellet_C,pellet,U,0.0,,19.0,ppm,3.8
PBP03_pellet_C,pellet,Y,0.0,,11.0,ppm,2.2
PBP03_pellet_C,pellet,Zn,0.098,0.018,28.0,ppm,1.1
PBP03_pellet_C,pellet,Zr,0.023,,49.0,ppm,2.0
PBP03_powder_1,powder,Al,18.426,0.096,20.872,%,0.088
PBP03_powder_1,powder,Cu,0.158,0.018,56.0,ppm,1.9
PBP03_powder_1,powder,Fe,11.423,0.036,0.646,%,0.003
PBP03_powder_1,powder,Ga,0.321,0.02,164.0,ppm,2.6
PBP03_powder_1,powder,K,35.854,0.063,4.438,%,0.078
PBP03_powder_1,powder,Mn,0.068,0.015,54.0,ppm,6.2
PBP03_powder_1,powder,Nb,0.0,0.0,31.0,ppm,2.1
PBP03_powder_1,powder,Ni,0.446,0.018,10.0,ppm,1.6
PBP03_powder_1,powder,O,0.0,0.0,48.565,%,0.074
PBP03_powder_1,powder,P,0.151,0.008,0.072,%,0.004
PBP03_powder_1,powder,Pb,0.101,0.008,0.117,%,0.001
PBP03_powder_1,powder,Rb,0.0,0.0,432.0,ppm,2.8
PBP03_powder_1,powder,S,0.21,0.01,433.0,ppm,21.2
PBP03_powder_1,powder,Sb,0.0,0.0,27.0,ppm,6.0
PBP03_powder_1,powder,Si,34.669,0.095,25.107,%,0.062
PBP03_powder_1,powder,Sn,0.0,0.0,28.0,ppm,5.4
PBP03_powder_1,powder,Sr,0.0,0.0,237.0,ppm,2.1
PBP03_powder_1,powder,Ti,0.0,0.0,245.0,ppm,31.8
PBP03_powder_1,powder,Y,0.023,,14.0,ppm,2.5
PBP03_powder_1,powder,Zn,0.075,0.019,31.0,ppm,1.3
PBP03_powder_1,powder,Zr,0.0,0.0,43.0,ppm,2.4
PBP03_powder_2,powder,Ag,0.151,0.046,14.0,ppm,2.8
PBP03_powder_2,powder,Al,17.951,0.096,20.718,%,0.092
PBP03_powder_2,powder,Ba,0.0,0.0,242.0,ppm,28.3
PBP03_powder_2,powder,Bi,0.0,0.0,27.0,ppm,4.4
PBP03_powder_2,powder,Cu,0.152,0.018,57.0,ppm,1.9
PBP03_powder_2,powder,Fe,11.239,0.036,0.654,%,0.003
PBP03_powder_2,powder,Ga,0.286,0.02,170.0,ppm,2.5
PBP03_powder_2,powder,K,34.739,0.063,4.326,%,0.078
PBP03_powder_2,powder,Mg,0.15,0.034,0.493,%,0.109
PBP03_powder_2,powder,Mn,0.098,0.015,51.0,ppm,6.4
PBP03_powder_2,powder,Nb,0.024,,32.0,ppm,2.1
PBP03_powder_2,powder,Ni,0.412,0.018,12.0,ppm,1.6
PBP03_powder_2,powder,O,0.0,0.0,48.501,%,0.091
PBP03_powder_2,powder,P,0.159,0.008,0.076,%,0.004
PBP03_powder_2,powder,Pb,0.098,0.009,0.12,%,0.001
PBP03_powder_2,powder,Rb,0.0,0.0,436.0,ppm,2.8
PBP03_powder_2,powder,S,0.233,0.01,483.0,ppm,21.4
PBP03_powder_2,powder,Si,34.005,0.095,24.89,%,0.068
PBP03_powder_2,powder,Sn,0.0,0.0,32.0,ppm,5.6
PBP03_powder_2,powder,Sr,0.0,0.0,238.0,ppm,2.1
PBP03_powder_2,powder,Te,0.0,0.0,75.0,ppm,11.5
PBP03_powder_2,powder,Ti,0.0,0.0,206.0,ppm,32.6
PBP03_powder_2,powder,U,0.0,0.0,24.0,ppm,4.6
PBP03_powder_2,powder,Y,0.0,0.0,13.0,ppm,2.5
PBP03_powder_2,powder,Zn,0.086,0.019,30.0,ppm,1.3
PBP03_powder_2,powder,Zr,0.024,,40.0,ppm,2.4
PBP03_powder_3,powder,Al,18.324,0.096,20.756,%,0.091
PBP03_powder_3,powder,Cu,0.169,0.018,51.0,ppm,1.8
PBP03_powder_3,powder,Fe,11.17,0.036,0.61,%,0.003
PBP03_powder_3,powder,Ga,0.342,0.02,158.0,ppm,2.4
PBP03_powder_3,powder,K,35.204,0.063,4.265,%,0.075
PBP03_powder_3,powder,Mg,0.192,0.036,0.617,%,0.113
PBP03_powder_3,powder,Mn,0.088,0.015,73.0,ppm,6.0
PBP03_powder_3,powder,Nb,0.0,0.0,33.0,ppm,2.0
PBP03_powder_3,powder,Ni,0.429,0.018,8.0,ppm,1.5
PBP03_powder_3,powder,O,0.0,0.0,48.535,%,0.091
PBP03_powder_3,powder,P,0.131,0.008,0.062,%,0.004
PBP03_powder_3,powder,Pb,0.079,0.008,0.11,%,0.001
PBP03_powder_3,powder,Rb,0.0,0.0,405.0,ppm,2.7
PBP03_powder_3,powder,S,0.24,0.01,487.0,ppm,20.3
PBP03_powder_3,powder,Si,34.585,0.096,24.864,%,0.068
PBP03_powder_3,powder,Sn,0.0,0.0,25.0,ppm,5.2
PBP03_powder_3,powder,Sr,0.0,0.0,219.0,ppm,2.0
PBP03_powder_3,powder,Ti,0.0,0.0,258.0,ppm,30.9
PBP03_powder_3,powder,Y,0.0,0.0,12.0,ppm,2.3
PBP03_powder_3,powder,Zn,0.109,0.018,24.0,ppm,1.3
PBP03_powder_3,powder,Zr,0.0,0.0,35.0,ppm,2.2
PBP04_pellet_A,pellet,Al,28.65,0.101,21.076,%,0.063
PBP04_pellet_A,pellet,Bi,0.0,,26.0,ppm,2.7
