sample_id,method,Ag_value_ppm,Ag_err_ppm,Al_value_ppm,Al_err_ppm,As_value_ppm,As_err_ppm,Ba_value_ppm,Ba_err_ppm,Bi_value_ppm,Bi_err_ppm,Br_value_ppm,Br_err_ppm,Ca_value_ppm,Ca_err_ppm,Cd_value_ppm,Cd_err_ppm,Ce_value_ppm,Ce_err_ppm,Cl_value_ppm,Cl_err_ppm,Co_value_ppm,Co_err_ppm,Cr_value_ppm,Cr_err_ppm,Cs_value_ppm,Cs_err_ppm,Cu_value_ppm,Cu_err_ppm,Fe_value_ppm,Fe_err_ppm,Ga_value_ppm,Ga_err_ppm,Ge_value_ppm,Ge_err_ppm,I_value_ppm,I_err_ppm,In_value_ppm,In_err_ppm,Ir_value_ppm,Ir_err_ppm,K_value_ppm,K_err_ppm,La_value_ppm,La_err_ppm,Mg_value_ppm,Mg_err_ppm,Mn_value_ppm,Mn_err_ppm,Mo_value_ppm,Mo_err_ppm,Na_value_ppm,Na_err_ppm,Nb_value_ppm,Nb_err_ppm,Ni_value_ppm,Ni_err_ppm,O_value_ppm,O_err_ppm,Os_value_ppm,Os_err_ppm,P_value_ppm,P_err_ppm,Pb_value_ppm,Pb_err_ppm,Pd_value_ppm,Pd_err_ppm,Rb_value_ppm,Rb_err_ppm,Re_value_ppm,Re_err_ppm,Rh_value_ppm,Rh_err_ppm,Ru_value_ppm,Ru_err_ppm,S_value_ppm,S_err_ppm,Sb_value_ppm,Sb_err_ppm,Si_value_ppm,Si_err_ppm,Sn_value_ppm,Sn_err_ppm,Sr_value_ppm,Sr_err_ppm,Ta_value_ppm,Ta_err_ppm,Te_value_ppm,Te_err_ppm,Th_value_ppm,Th_err_ppm,Ti_value_ppm,Ti_err_ppm,U_value_ppm,U_err_ppm,V_value_ppm,V_err_ppm,Y_value_ppm,Y_err_ppm,Zn_value_ppm,Zn_err_ppm,Zr_value_ppm,Zr_err_ppm
JPL63,powder,NA,NA,58340,1010,40,8,NA,NA,NA,NA,NA,NA,144240,1110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235,10.3,81920,400,60,6.2,NA,NA,NA,NA,NA,NA,NA,NA,93930,1660,NA,NA,24960,3020,4020,80,NA,NA,NA,NA,29,7.6,51,8.6,397850,1580,NA,NA,3940,110,439,22.8,NA,NA,276,8.5,NA,NA,NA,NA,NA,NA,4250,50,NA,NA,171800,870,NA,NA,1220,10,NA,NA,NA,NA,NA,NA,10680,250,NA,NA,NA,NA,79,8.7,1330,20,326,10.8
JPL68,pellet,NA,NA,34250,510,10,2.6,680,50,NA,NA,NA,NA,76460,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,3.1,53870,130,35,2.1,NA,NA,NA,NA,NA,NA,NA,NA,62980,700,NA,NA,10340,1590,1470,20,NA,NA,NA,NA,30,3,38,2.9,451190,880,NA,NA,1930,60,298,7.4,NA,NA,178,3,NA,NA,NA,NA,NA,NA,2960,30,NA,NA,292690,670,45,8.8,860,0,NA,NA,NA,NA,48,4.9,7690,90,NA,NA,205,36.9,50,3.3,1210,10,342,4
JPL68,powder,NA,NA,57960,970,31,4.2,770,60,NA,NA,NA,NA,123940,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224,5.7,84360,320,58,3.4,NA,NA,24,26.5,NA,NA,NA,NA,90080,970,NA,NA,23150,2970,2350,40,NA,NA,NA,NA,28,4.2,50,4.8,405360,1420,NA,NA,4390,120,333,12.3,NA,NA,227,4.7,NA,NA,NA,NA,NA,NA,4480,50,NA,NA,184400,850,44,11.4,1070,10,NA,NA,NA,NA,NA,NA,13790,160,NA,NA,303,63.4,47,4.9,1960,10,473,6.4
JPL73,pellet,NA,NA,26690,520,NA,NA,3120,60,NA,NA,NA,NA,142530,480,NA,NA,NA,NA,NA,NA,NA,NA,246,16.6,NA,NA,464,5.1,39120,110,28,3,NA,NA,NA,NA,NA,NA,NA,NA,36870,560,NA,NA,10980,1860,1290,20,NA,NA,NA,NA,25,3.1,119,3.7,437420,940,NA,NA,1280,60,3540,20,NA,NA,113,2.9,NA,NA,NA,NA,NA,NA,12300,60,65,10.6,248790,650,70,9.6,990,0,NA,NA,NA,NA,NA,NA,26620,160,NA,NA,286,60.3,43,3.6,6750,20,246,4.1
JPL73,powder,NA,NA,37240,1010,NA,NA,3250,90,NA,NA,NA,NA,227610,1080,NA,NA,NA,NA,NA,NA,NA,NA,280,27.6,NA,NA,75,0.001,50570,240,34,5.5,NA,NA,NA,NA,NA,NA,NA,NA,48300,740,NA,NA,21270,3700,1890,30,NA,NA,NA,NA,NA,NA,80,5.6,390670,1610,NA,NA,3610,120,5050,80,NA,NA,147,4.6,NA,NA,NA,NA,NA,NA,18520,120,69,12.6,134550,770,NA,NA,1140,10,NA,NA,66,14.2,NA,NA,45230,330,NA,NA,480,13.4,NA,NA,8620,40,429,6.7
JPL76,pellet,NA,NA,30470,510,15,4.2,1390,50,NA,NA,NA,NA,103720,400,79,8,NA,NA,NA,NA,NA,NA,121,14.3,NA,NA,382,4.5,37320,100,31,2.4,NA,NA,NA,NA,NA,NA,NA,NA,64850,660,NA,NA,7690,1630,1360,20,22,3.2,NA,NA,22,2.8,87,3.2,442290,870,NA,NA,1920,60,1330,10,NA,NA,151,2.8,NA,NA,NA,NA,NA,NA,6640,40,54,9.6,271750,640,69,8.7,680,0,NA,NA,NA,NA,NA,NA,21400,130,NA,NA,189,52,41,3.1,5640,20,280,3.7
JPL76,powder,NA,NA,51320,950,NA,NA,1310,60,NA,NA,NA,NA,163390,790,NA,NA,NA,NA,3490,30,NA,NA,20.6,2.1,NA,NA,462,7.4,52750,220,40,3.9,NA,NA,NA,NA,NA,NA,NA,NA,80150,870,NA,NA,13410,3130,2060,30,NA,NA,NA,NA,31,3.9,81,4.9,399060,1430,NA,NA,1830,110,1530,20,NA,NA,179,4.2,NA,NA,16,4.9,32,6.3,9360,70,66,12,168040,810,58,10.7,830,10,NA,NA,NA,NA,NA,NA,42880,290,NA,NA,NA,NA,34,4.6,7090,30,289,5.6
JPL77,pellet,NA,NA,32150,510,NA,NA,1510,50,NA,NA,NA,NA,109640,420,NA,NA,NA,NA,NA,NA,NA,NA,129,13.9,NA,NA,540,10,36410,100,29,2.3,NA,NA,NA,NA,NA,NA,NA,NA,59540,640,NA,NA,10000,1680,1230,20,NA,NA,NA,NA,19,2.8,42,2.8,444380,900,NA,NA,2000,60,1110,10,NA,NA,155,2.7,NA,NA,NA,NA,NA,NA,7250,40,NA,NA,273150,660,59,8.5,730,0,NA,NA,NA,NA,NA,NA,15540,120,NA,NA,192,45.8,46,3,3870,10,281,3.6
JPL77,powder,56,9.5,51190,930,NA,NA,2030,110,NA,NA,NA,NA,168410,1150,NA,NA,NA,NA,5060,40,NA,NA,NA,NA,NA,NA,710,20,56260,300,43,6.1,NA,NA,NA,NA,NA,NA,NA,NA,82980,1520,NA,NA,16380,3130,1970,60,38,7.3,NA,NA,28,6.7,67,8.4,398660,1580,NA,NA,2610,110,1170,20,NA,NA,194,7.2,NA,NA,NA,NA,NA,NA,11100,80,NA,NA,170350,860,NA,NA,910,10,NA,NA,NA,NA,NA,NA,24090,360,NA,NA,80,0.014,52,7.6,4440,40,384,9.8
JPL79,pellet,NA,NA,28620,510,NA,NA,2540,50,NA,NA,NA,NA,133620,450,NA,NA,NA,NA,3680,20,NA,NA,160,15.3,NA,NA,520,10,31870,90,24,2.3,NA,NA,NA,NA,NA,NA,NA,NA,45140,560,NA,NA,10620,1770,1110,20,NA,NA,NA,NA,17,2.6,192,3.9,438690,910,NA,NA,510,50,1760,10,NA,NA,112,2.5,NA,NA,NA,NA,NA,NA,7620,40,44,9.1,261560,650,82,8.2,680,0,NA,NA,NA,NA,NA,NA,25040,150,NA,NA,355,55.5,29,2.9,5170,20,223,3.4
JPL79,powder,38,9.6,45480,1000,NA,NA,2530,120,NA,NA,NA,NA,201500,1250,NA,NA,NA,NA,5740,50,NA,NA,271,40.5,NA,NA,492,13.7,49610,280,37,7.4,NA,NA,NA,NA,NA,NA,NA,NA,58600,1320,NA,NA,16150,3460,1650,50,39,7.5,NA,NA,NA,NA,134,10.2,393550,1650,NA,NA,2510,110,2540,40,NA,NA,169,7.3,NA,NA,NA,NA,NA,NA,13010,90,NA,NA,149140,830,NA,NA,920,10,NA,NA,NA,NA,NA,NA,48180,500,NA,NA,NA,NA,51,8.1,7370,50,266,9.6
JPL86,pellet,NA,NA,39140,490,15,2.7,1350,50,41,4.1,NA,NA,71930,330,NA,NA,NA,NA,2010,20,NA,NA,132,12.5,NA,NA,215,3.3,36670,90,32,1.9,NA,NA,NA,NA,NA,NA,NA,NA,51840,650,NA,NA,6520,1410,1270,20,10,2.9,NA,NA,28,2.6,101,3.2,460440,820,NA,NA,800,50,479,7.5,NA,NA,179,2.7,NA,NA,NA,NA,NA,NA,4540,30,NA,NA,303840,630,52,8.1,580,0,NA,NA,99,16.8,NA,NA,15620,110,NA,NA,NA,NA,53,2.9,1760,10,262,3.4
JPL89,pellet,NA,NA,43890,500,13,2.4,770,40,NA,NA,NA,NA,57030,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,2.6,50520,110,36,1.9,NA,NA,NA,NA,NA,NA,NA,NA,54220,660,NA,NA,9640,1360,1610,20,NA,NA,NA,NA,18,2.7,34,2.6,461890,800,NA,NA,1280,50,284,6.8,NA,NA,167,2.7,NA,NA,NA,NA,NA,NA,2540,20,NA,NA,305740,630,35,8,700,0,NA,NA,57,17,NA,NA,8050,80,NA,NA,198,34.8,57,2.9,720,10,400,3.7
JPL89,powder,NA,NA,69280,960,NA,NA,1270,120,NA,NA,NA,NA,108590,950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,9,81390,370,65,5.4,NA,NA,NA,NA,NA,NA,NA,NA,80260,1590,NA,NA,22120,2690,2610,60,NA,NA,NA,NA,24,7.3,45,8.7,414920,1500,NA,NA,2820,100,340,19.2,NA,NA,259,8,NA,NA,NA,NA,NA,NA,4300,50,NA,NA,195480,890,NA,NA,980,10,NA,NA,NA,NA,NA,NA,12950,260,NA,NA,NA,NA,82,8.3,1670,20,355,10.2
JPL94,pellet,NA,NA,35630,520,15,2.9,610,50,NA,NA,NA,NA,65570,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,3.9,63740,150,41,2.4,NA,NA,NA,NA,NA,NA,NA,NA,55380,730,NA,NA,10030,1520,1900,20,36,3.9,NA,NA,27,3.5,55,3.5,454920,870,NA,NA,1540,60,288,8.4,NA,NA,189,3.5,59,8.1,NA,NA,NA,NA,2390,20,NA,NA,298180,670,57,10.2,830,0,NA,NA,NA,NA,NA,NA,6490,80,NA,NA,168,36.6,82,3.9,1200,10,369,4.6
JPL94,powder,NA,NA,66320,1020,34,8.2,NA,NA,NA,NA,NA,NA,106120,1010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315,12.4,102110,480,65,7.1,NA,NA,388,51.2,74,23.4,NA,NA,80990,1720,NA,NA,19460,3040,2950,70,NA,NA,NA,NA,NA,NA,83,10.2,410280,1630,NA,NA,2690,100,319,24,NA,NA,265,9.5,NA,NA,NA,NA,NA,NA,3730,50,NA,NA,190430,950,NA,NA,970,10,NA,NA,NA,NA,NA,NA,10390,240,NA,NA,NA,NA,94,10,1550,20,426,12.1
JPL95,pellet,28,5.2,38740,530,13,2.8,660,60,NA,NA,NA,NA,73000,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234,4,67040,160,39,2.3,NA,NA,NA,NA,55,10.6,NA,NA,59390,720,NA,NA,12790,1590,2350,20,NA,NA,NA,NA,21,3.4,59,3.5,448290,890,NA,NA,1990,60,275,8.1,19,5,198,3.4,NA,NA,NA,NA,NA,NA,2380,30,NA,NA,282680,660,59,10.2,1120,0,NA,NA,120,21.6,NA,NA,7010,90,NA,NA,319,36.8,55,3.8,680,10,395,4.6
JPL95,powder,NA,NA,65660,980,35,7,NA,NA,NA,NA,NA,NA,105350,940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,960,20,99210,440,59,5.9,NA,NA,NA,NA,NA,NA,NA,NA,80460,1570,NA,NA,20830,2850,3210,70,NA,NA,NA,NA,NA,NA,115,9.9,411430,1530,NA,NA,3290,100,242,21.5,NA,NA,217,8.2,NA,NA,NA,NA,NA,NA,3250,40,NA,NA,192260,900,NA,NA,1120,10,NA,NA,NA,NA,NA,NA,10700,230,NA,NA,NA,NA,54,8.5,1310,20,237,10.2
PBP01_pellet_A,pellet,NA,NA,210760,630,NA,NA,NA,NA,26,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,1.5,6270,20,161,1.9,NA,NA,NA,NA,NA,NA,NA,NA,41780,650,NA,NA,3190,740,77,5.5,NA,NA,NA,NA,41,1.7,11,1.3,486170,650,NA,NA,650,20,392,4.9,NA,NA,486,2.3,NA,NA,NA,NA,NA,NA,630,10,NA,NA,248490,470,29,4.9,259,1.8,NA,NA,NA,NA,NA,NA,211,28.3,NA,NA,NA,NA,18,2,28,1.1,52,2
PBP01_pellet_B,pellet,NA,NA,210250,610,NA,NA,NA,NA,28,2.8,NA,NA,NA,NA,NA,NA,128,19.3,NA,NA,NA,NA,NA,NA,NA,NA,58,1.6,6480,20,170,2,NA,NA,NA,NA,NA,NA,NA,NA,43800,670,NA,NA,NA,NA,77,5.7,7,1.9,NA,NA,39,1.8,12,1.4,485990,550,NA,NA,650,20,386,5.2,NA,NA,495,2.4,NA,NA,NA,NA,NA,NA,530,10,NA,NA,250250,440,36,5,262,1.8,NA,NA,NA,NA,18,3.3,240,28.8,NA,NA,NA,NA,17,2.1,25,1.2,50,2
PBP01_pellet_C,pellet,NA,NA,210500,620,NA,NA,100,23.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,1.5,6020,20,159,1.8,NA,NA,NA,NA,NA,NA,NA,NA,41360,630,NA,NA,4490,730,83,5.3,NA,NA,NA,NA,33,1.6,8,1.3,486260,640,NA,NA,670,20,367,4.8,NA,NA,458,2.2,NA,NA,NA,NA,NA,NA,520,10,NA,NA,248330,470,23,4.6,238,1.7,NA,NA,NA,NA,NA,NA,211,25.8,NA,NA,NA,NA,17,1.9,26,1.1,46,1.9
PBP01_powder_1,powder,NA,NA,214470,750,10,1.5,NA,NA,18,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,1.5,5490,20,135,1.9,NA,NA,NA,NA,NA,NA,NA,NA,38460,630,NA,NA,3420,880,53,5,NA,NA,NA,NA,21,1.4,8,1.2,487760,750,NA,NA,670,30,162,4.3,NA,NA,320,2,NA,NA,NA,NA,NA,NA,491,14.5,NA,NA,248000,550,14,3.7,171,1.5,NA,NA,NA,NA,NA,NA,214,24.5,NA,NA,NA,NA,7,1.7,20,1,32,1.6
PBP01_powder_2,powder,NA,NA,213610,780,7,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,1.5,5470,20,132,1.8,NA,NA,NA,NA,NA,NA,NA,NA,39210,620,NA,NA,2990,890,64,4.9,NA,NA,NA,NA,22,1.4,7,1.1,487640,760,NA,NA,660,30,184,4.2,NA,NA,305,2,NA,NA,NA,NA,NA,NA,510,10,19,3.8,248670,570,NA,NA,161,1.5,NA,NA,NA,NA,NA,NA,233,23.3,NA,NA,NA,NA,8,1.6,21,1,28,1.6
PBP01_powder_3,powder,NA,NA,214370,770,12,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1.5,5770,20,134,1.9,NA,NA,NA,NA,24,3.6,NA,NA,39740,640,NA,NA,3850,920,55,4.9,NA,NA,NA,NA,21,1.4,7,1.2,487030,760,NA,NA,650,30,138,4.3,NA,NA,308,2,NA,NA,NA,NA,NA,NA,494,14.5,NA,NA,246860,560,NA,NA,162,1.5,NA,NA,NA,NA,NA,NA,238,22.7,10,3.3,NA,NA,8,1.7,23,1.1,29,1.6
PBP02_pellet_A,pellet,NA,NA,205270,660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,8.1,NA,NA,57,1.7,6650,20,172,2.2,NA,NA,NA,NA,NA,NA,NA,NA,43890,660,NA,NA,4670,790,81,5.9,NA,NA,NA,NA,39,1.9,28,1.6,484700,680,NA,NA,700,30,1750,10,NA,NA,491,2.5,NA,NA,NA,NA,NA,NA,660,20,NA,NA,249840,500,NA,NA,260,1.9,NA,NA,NA,NA,NA,NA,255,29.4,NA,NA,NA,NA,19,2.2,34,1.2,47,2.1
PBP02_pellet_B,pellet,9,2.6,207760,640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,1.6,6240,20,166,2.1,NA,NA,NA,NA,NA,NA,NA,NA,41700,650,NA,NA,5240,770,79,5.4,NA,NA,NA,NA,35,1.8,13,1.4,485390,660,NA,NA,680,20,1710,10,NA,NA,476,2.4,NA,NA,NA,NA,NA,NA,650,20,NA,NA,248710,480,NA,NA,258,1.8,NA,NA,NA,NA,NA,NA,386,30.8,NA,NA,NA,NA,18,2.2,35,1.2,46,2.1
PBP02_pellet_C,pellet,NA,NA,209750,630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,1.7,6300,20,155,2.2,NA,NA,NA,NA,NA,NA,NA,NA,42440,640,NA,NA,3560,750,80,5.5,11,1.9,NA,NA,41,1.8,12,1.4,485140,650,NA,NA,670,20,1780,10,NA,NA,475,2.4,NA,NA,NA,NA,NA,NA,680,10,NA,NA,247790,470,NA,NA,258,1.8,NA,NA,NA,NA,NA,NA,283,28,NA,NA,NA,NA,18,2.2,33,1.2,48,2
PBP02_powder_1,powder,NA,NA,206860,900,39,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,1.9,6440,30,166,2.4,NA,NA,NA,NA,NA,NA,NA,NA,43540,740,NA,NA,3270,1090,68,6,12,1.9,NA,NA,26,1.8,11,1.4,485680,890,NA,NA,630,40,920,10,NA,NA,377,2.6,NA,NA,NA,NA,NA,NA,520,20,NA,NA,250820,660,22,4.6,203,2,NA,NA,NA,NA,NA,NA,281,30.2,NA,NA,NA,NA,10,2.2,24,1.3,34,2.1
PBP02_powder_2,powder,NA,NA,208470,890,NA,NA,170,20.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,1.8,6270,30,146,2.3,NA,NA,NA,NA,NA,NA,25,5.5,42990,720,NA,NA,4540,1140,57,5.7,NA,NA,NA,NA,21,1.7,7,1.4,485500,900,NA,NA,700,30,870,10,NA,NA,342,2.4,NA,NA,NA,NA,NA,NA,620,20,NA,NA,248780,660,15,4.2,179,1.8,NA,NA,NA,NA,NA,NA,229,27.4,13,3.9,NA,NA,8,2.1,25,1.2,31,1.9
PBP02_powder_3,powder,NA,NA,208470,850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,1.8,6340,30,157,2.4,NA,NA,NA,NA,NA,NA,20,5.7,43580,730,NA,NA,NA,NA,67,5.8,NA,NA,NA,NA,28,1.8,8,1.4,486250,700,NA,NA,690,40,930,10,NA,NA,372,2.5,NA,NA,NA,NA,NA,NA,520,20,NA,NA,251940,590,NA,NA,200,1.9,20,4.6,NA,NA,NA,NA,236,28.8,NA,NA,NA,NA,11,2.2,25,1.2,31,2.1
PBP03_pellet_A,pellet,NA,NA,206990,630,NA,NA,NA,NA,31,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,1.6,6280,20,160,2.3,NA,NA,NA,NA,NA,NA,NA,NA,43190,640,NA,NA,4420,770,74,5.6,NA,NA,NA,NA,37,1.8,14,1.5,484460,660,NA,NA,670,20,3140,10,NA,NA,496,2.5,NA,NA,NA,NA,NA,NA,770,20,NA,NA,248560,480,NA,NA,257,1.8,NA,NA,NA,NA,NA,NA,246,27.6,NA,NA,NA,NA,16,2.3,33,1.2,51,2.1
PBP03_pellet_B,pellet,NA,NA,208730,630,23,4.2,254,26.4,28,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,1.5,6000,20,162,2.2,NA,NA,NA,NA,NA,NA,NA,NA,41070,630,228,36.2,4440,720,61,5.4,6,1.9,NA,NA,NA,NA,15,1.4,485100,640,NA,NA,680,20,3020,10,NA,NA,474,2.4,NA,NA,NA,NA,NA,NA,890,20,39,5.5,247950,470,26,5.1,252,1.8,NA,NA,NA,NA,NA,NA,361,27.4,NA,NA,NA,NA,16,2.2,36,1.2,51,2
PBP03_pellet_C,pellet,NA,NA,209980,620,26,4.2,177,25.4,29,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,1.5,6010,20,156,2.2,NA,NA,NA,NA,NA,NA,NA,NA,41200,610,NA,NA,4060,720,79,5.2,NA,NA,NA,NA,35,1.7,12,1.3,485090,630,NA,NA,690,20,3060,10,9,2.4,465,2.3,NA,NA,NA,NA,NA,NA,710,20,NA,NA,247490,460,31,4.9,245,1.7,NA,NA,52,10.2,NA,NA,217,26.1,19,3.8,NA,NA,11,2.2,28,1.1,49,2
PBP03_powder_1,powder,NA,NA,208720,880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,1.9,6460,30,164,2.6,NA,NA,NA,NA,NA,NA,NA,NA,44380,780,NA,NA,NA,NA,54,6.2,NA,NA,NA,NA,31,2.1,10,1.6,485650,740,NA,NA,720,40,1170,10,NA,NA,432,2.8,NA,NA,NA,NA,NA,NA,433,21.2,27,6,251070,620,28,5.4,237,2.1,NA,NA,NA,NA,NA,NA,245,31.8,NA,NA,NA,NA,14,2.5,31,1.3,43,2.4
